taxa,use_case_JPA,Program,use_case_meat,use_case_SCAG,alias,use_case_EPA,label,id,lead_individual,uri
steelhead,,Wildlife/Fish Passage Southern California Steelhead Habitat,,,,,Wildlife/Fish Passage Southern California Steelhead Habitat,4506,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_631496
,,Joint Chiefs Landscape Restoration Partnership,,,,,Joint Chiefs Landscape Restoration Partnership,4516,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_5d7382
,,Rural Energy for America Program,,,REAP,,Rural Energy for America Program,4540,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_c5e323
,,Central Valley Fish and Wildlife Restoration Program,,,,,Central Valley Fish and Wildlife Restoration Program,4562,Jim McKevitt,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_7e5df9
waterfowl,,California Waterfowl Habitat Program,,,,,California Waterfowl Habitat Program,4567,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_8bbc7f
,,Northern California Forests and Watersheds Program,,,,,Northern California Forests and Watersheds Program,4598,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_caa057
,,Healthy Watersheds Initiative,,,,,Healthy Watersheds Initiative,4604,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_e7708e
,,Regional Climate Collaborative Program,,,,,Regional Climate Collaborative Program,4616,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_e4a49d
,,California Watershed Protection Fund,,,,,California Watershed Protection Fund,4638,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_cd4c81
,,Noninsured Crop Disaster Assistance Program,,,,,Noninsured Crop Disaster Assistance Program,4650,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_e5710a
,,Waterbird Habitat Enhancement Program,,,WHEP,,Waterbird Habitat Enhancement Program,4685,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_d2617a
,,Safe Harbor Program,,,,,Safe Harbor Program,4686,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_963ef5
coho salmon,,Bureau of Reclamation Klamath Coho Restoration Program,,,,,Bureau of Reclamation Klamath Coho Restoration Program,4704,Femke Freiberg,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_8f3c15
,,Beginning Farmer and Farmworker Training and Workforce Development Program,,,BFFTP,,Beginning Farmer and Farmworker Training and Workforce Development Program,4749,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_ef549b
,,Regional Conservation Partnership Program,,,,,Regional Conservation Partnership Program,4794,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_b7550d
,,Sacramento County Swainson’s Hawk Mitigation Program,,,,,Sacramento County Swainson’s Hawk Mitigation Program,4797,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_8e6a7c
,,San Francisco Bay Area Conservancy Program,,,,,San Francisco Bay Area Conservancy Program,4801,Moira McEnespy,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_2685e5
,,Pacific Coastal Salmon Recovery Fund,,,,,Pacific Coastal Salmon Recovery Fund,4807,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_e3570e
,,California Climate Investments Fire Prevention Grant Program,,,,,California Climate Investments Fire Prevention Grant Program,4808,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_43b692
,,Center for Watershed Sciences,,,,,Center for Watershed Sciences,4835,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_c78b63
,,Yolo County Agricultural Conservation Easement Program,,,,,Yolo County Agricultural Conservation Easement Program,4873,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_963325
,,Russian River Coho Conservation Program,,,,,Russian River Coho Conservation Program,4906,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_c31de3
,,Health in All Policies Program,,,,,Health in All Policies Program,4941,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_8f3b27
,,Central Valley Project Improvement Act Habitat Restoration Program,,,,,Central Valley Project Improvement Act Habitat Restoration Program,4958,Madeline Drake,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_3609d1
,,Tribal Climate Resilience Program,,,,,Tribal Climate Resilience Program,4997,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_f02f98
,,Healthy Forests Reserve Program,,,,,Healthy Forests Reserve Program,5040,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_c1ad7d
,,National Coastal Resilience Fund,,,,,National Coastal Resilience Fund,5041,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_3673ef
,,Urban Streams Restoration Program,,,,,Urban Streams Restoration Program,5054,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_c474ce
,,Forest Conservation Program,,,,,Forest Conservation Program,5074,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_b79b63
,,Alternative Manure Management Program,,,AMMP,,Alternative Manure Management Program,5081,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_3f36ea
,,Fisheries Restoration Grant Program,,,,,Fisheries Restoration Grant Program,5101,Timothy Chorey,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_e4a0ed
pollinators,,Bee Better Certified,,,,,Bee Better Certified,5122,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_8b1058
,,Fisheries and Aquatic Resource Management Program,,,,,Fisheries and Aquatic Resource Management Program,5179,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_c372ec
,,Integrated Regional Water Management Program,,,IRWM,,Integrated Regional Water Management Program,5201,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_d70151
,,Ecosystem Watershed Protection and Restoration,,,,,Ecosystem Watershed Protection and Restoration,5207,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_91d647
,,Explore the Coast,,,,,Explore the Coast,5241,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_f5300d
,,California's Healthy Soils Initiative,,,,,California's Healthy Soils Initiative,5254,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_b3a2fb
,,Caltrans Advance Mitigation Program,,,,,Caltrans Advance Mitigation Program,5294,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_d97115
,,Healthy Soils Program,,,HSP,,Healthy Soils Program,5305,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_cdc1ac
,,USFWS Coastal Program,,,,,USFWS Coastal Program,5315,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_d06ef3
,,Environmental Quality Incentives Program,,,EQIP,,Environmental Quality Incentives Program,5319,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_ceeddd
,,City of Davis Open Space Program,,,,,City of Davis Open Space Program,5374,Tracie Reynolds,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_73a3a7
,,Wildlife Corridor and Fish Passage Program,,,,,Wildlife Corridor and Fish Passage Program,5461,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_906626
,,USFS Fire and Fuels Program,,,,,USFS Fire and Fuels Program,5465,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_99ece8
,,Greenhouse Gas Reduction Fund,,,,,Greenhouse Gas Reduction Fund,5510,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_96f69c
steelhead,,Bring Back the Native Fish,,,,,Bring Back the Native Fish,5537,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_bb0efc
,,California Landscape Conservation Cooperative,,,"California Landscape Conservation Partnership, CA LCP",,California Landscape Conservation Cooperative,5554,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_d84f89
,,Habitat Conservation Plan Land Acquisition Program,,,,,Habitat Conservation Plan Land Acquisition Program,5571,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_fd2ac7
,,Conservation Innovation Grants,,,CIG,,Conservation Innovation Grants,5601,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_90b576
,,Wildlife Restoration Program,,,,,Wildlife Restoration Program,5629,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_e5959b
,,Inland Wetland Conservation Program,,,,,Inland Wetland Conservation Program,5632,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_bea050
,,Voluntary Public Access and Habitat Incentive Program,,,VPA-HIP,,Voluntary Public Access and Habitat Incentive Program,5669,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_cd340b
,,Wildlife Resource Management Program,,,,,Wildlife Resource Management Program,5681,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_c79ff9
plants,,California Plant Conservation and Restoration Management Program,,,,,California Plant Conservation and Restoration Management Program,5685,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_fbdff8
,,"Safe Nighborhood Parks, Clean Water, Clean Air And Coastal Protection Bond Fund (Proposition 12)",,,,,"Safe Nighborhood Parks, Clean Water, Clean Air And Coastal Protection Bond Fund (Proposition 12)",5715,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_a1fb1c
,,Endangered Species Protection Program,,,,,Endangered Species Protection Program,5730,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_c236cb
,,Plant Conservation and Restoration Management Program,,,,,Plant Conservation and Restoration Management Program,5731,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_fa0229
,,Nature Restoration Trust,,,,,Nature Restoration Trust,5750,Jonathan Birdsong,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_fa44f9
,,Tahoe-Central Sierra Initiative,,,TCSI,,Tahoe-Central Sierra Initiative,5759,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_bac588
,,California Program,,,,,California Program,5795,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_a193d2
,,Marine Invasive Species Program,,,,,Marine Invasive Species Program,5840,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_adba72
steelhead,,Sacramento River Fisheries Habitat Program,,,,,Sacramento River Fisheries Habitat Program,5857,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_b6f9df
,,Farmers Market Promotion Program,,,FMPP,,Farmers Market Promotion Program,5877,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_ad4160
,,Agricultural Land Mitigation Program,,,ALMP,,Agricultural Land Mitigation Program,5883,Virginia Jameson,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_de434b
,,Livestock Forage Disaster Program,,,LFP,,Livestock Forage Disaster Program,5894,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_91fceb
,,Climate Change Adaptation Program,,,,,Climate Change Adaptation Program,5909,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_976f87
,,Dairy Digester Research and Development Program,,,,,Dairy Digester Research and Development Program,5910,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_a006c5
,,Conservation Reserve Program,,,,,Conservation Reserve Program,5919,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_f3a855
,,State Fire Assistance Program,,,SFA,,State Fire Assistance Program,5973,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_a53f7f
,,Invasive Species Program,,,,,Invasive Species Program,5988,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_e217fb
,,Partners for Fish and Wildlife Program,,,,,Partners for Fish and Wildlife Program,6005,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_981759
,,Land and Water Conservation Fund,,,LWCF,,Land and Water Conservation Fund,6033,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_a4e282
,,Watershed Coordinator Grant Program,,,,,Watershed Coordinator Grant Program,6038,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_e91b4d
,,ARB Emissions Trading Program,,,Cap-and-Trade Program,,ARB Emissions Trading Program,6054,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_b2e6f7
,,CVPIA 3406(b)(13),,,,,CVPIA 3406(b)(13),6068,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_7bede5
,,California Working Lands,,,,,California Working Lands,6096,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_d998bd
,,Klamath Coho Restoration Program,,,,,Klamath Coho Restoration Program,6106,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_b3c60b
,,Regional Park Program,,,,,Regional Park Program,6120,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_dae704
,,Forest Resilience Bond,,,,,Forest Resilience Bond,6125,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_945179
,,Landscape Scale Restoration Program,,,LSR,,Landscape Scale Restoration Program,6128,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_9d3a05
,,Ecosystem Restoration Program,,,,,Ecosystem Restoration Program,6162,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_ac854a
,,Semitropic Groundwater Banking Program,,,,,Semitropic Groundwater Banking Program,6173,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_a36111
,,Watershed Protection and Flood Prevention Program,,,,,Watershed Protection and Flood Prevention Program,6201,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_b6cfe8
,,Sierra Nevada Watershed Improvement Program,,,,,Sierra Nevada Watershed Improvement Program,6202,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_1b23c3
,,USFS Ecosystem Function and Health Program,,,,,USFS Ecosystem Function and Health Program,6237,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_190b24
,,Statewide Park Development and Community Revitalization Program,,,,,Statewide Park Development and Community Revitalization Program,6240,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_ccf446
,,Forest and Watershed Health Grant Program,,,,,Forest and Watershed Health Grant Program,6264,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_f09e51
,,Habitat Conservation Fund (Proposition 117),,,,,Habitat Conservation Fund (Proposition 117),6278,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_cbd464
,,Environmental Farming Incentive Program,,,,,Environmental Farming Incentive Program,6307,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_d500cc
,,North American Wetlands Conservation Act,,,,,North American Wetlands Conservation Act,6337,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_dd01c1
,,USFS Urban Ecosystems and Social Dynamics Program,,,,,USFS Urban Ecosystems and Social Dynamics Program,6372,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_6d6f65
,,UC Davis Natural Reserve System,,,,,UC Davis Natural Reserve System,6405,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_672078
,,Community Rating System,,,,,Community Rating System,6411,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_96bc01
,,Economic Development Program,,,,,Economic Development Program,6422,Robyn Krock,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_8b8d13
,,Climate Smart Cities Program,,,,,Climate Smart Cities Program,6467,Fernando Cazares,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_7191f9
,,North Delta Flood Control and Ecosystem Restoration Program,,,NDFCERP,,North Delta Flood Control and Ecosystem Restoration Program,6482,Anitra Pawley,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_fadb36
,,Land Management Program,,,,,Land Management Program,6509,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_bc078b
,,Los Angeles Urban Conservation Program,,,,,Los Angeles Urban Conservation Program,6510,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_f4d124
sturgeon,,Anadromous Fish Restoration Program,,,AFRP,,Anadromous Fish Restoration Program,6512,Martin Kjelson,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_bf5418
,,Santa Ana River Conservancy Program,,,,,Santa Ana River Conservancy Program,6529,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_b7e2a5
,,Endangered Species Conservation and Recovery Grant Program,,,,,Endangered Species Conservation and Recovery Grant Program,6536,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_c08ec5
,,Shade Tree Program,,,,,Shade Tree Program,6548,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_e96ec2
pollinators,,Monarch Butterfly and Pollinators Conservation Fund,,,,,Monarch Butterfly and Pollinators Conservation Fund,6557,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_e7e867
,,Working Lands and Riparian Corridors Program,,,,,Working Lands and Riparian Corridors Program,6568,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_87b6a5
birds,,Neotropical Migratory Bird Conservation Act Grants Program,,,,,Neotropical Migratory Bird Conservation Act Grants Program,6569,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_d0d4fb
,,Salton Sea Management Program,,,,,Salton Sea Management Program,6585,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_92419c
,,Resilient Communities Program,,,,,Resilient Communities Program,6589,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_971360
,,River Corridor Management Program,,,,,River Corridor Management Program,6612,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_edcd07
,,National Coastal Wetlands Conservation Grant Program,,,NCWCG,,National Coastal Wetlands Conservation Grant Program,6616,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_c7295a
,,Water Resilience Portflio Initiative,,,,,Water Resilience Portflio Initiative,6629,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_be76e6
,,San Joaquin Fish Population Enhancement Program,,,,,San Joaquin Fish Population Enhancement Program,6641,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_9e2710
,,California EcoRestore Initiative,,,,,California EcoRestore Initiative,6644,Charlotte Biggs,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_4f2cbe
,,Marine Protected Area Management Program,,,,,Marine Protected Area Management Program,6653,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_a61128
,,Acres for America,,,,,Acres for America,6659,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_f012c6
,,California Landowner Incentive Program,,,,,California Landowner Incentive Program,6664,Brian Olson,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_15e229
,,Beginning Farmer and Rancher Development Program,,,BFRDP,,Beginning Farmer and Rancher Development Program,6665,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_858d70
,,Restoration for Fish and Wildlife: General,,,,,Restoration for Fish and Wildlife: General,6667,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_1fc450
,,Regional Wildfire Mitigation Program,,,RWMP,,Regional Wildfire Mitigation Program,6669,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_de70fc
waterfowl,,Pacific Flyway Wildlife Corridors and Open Space,,,,,Pacific Flyway Wildlife Corridors and Open Space,6670,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_797614
,,California Recreation and Visitor Services Program,,,,,California Recreation and Visitor Services Program,6709,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_ba4a80
,,Conservation Reserve Enhancement Program,,,,,Conservation Reserve Enhancement Program,6720,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_a5e3a
,,Regional Conservation Investment Strategies Program,,,,,Regional Conservation Investment Strategies Program,6723,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_49cd04
,,Brownfields Program,,,,,Brownfields Program,6894,Noemi Emeric-Ford,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_28930d
,,USFS Conservation of Biodiversity Program,,,,,USFS Conservation of Biodiversity Program,7125,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_d9cf88
,,Lower Colorado River Multi-Species Conservation Program,,,LCR MSCP,,Lower Colorado River Multi-Species Conservation Program,7266,John Swett,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_471c40
,,Tahoe Livable Communities Program,,,,,Tahoe Livable Communities Program,7620,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_2630b6
,,Center for Health and the Environment,,,CHE,,Center for Health and the Environment,7929,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_4027f4
,,Affordable Housing and Sustainable Communities Program,,,,,Affordable Housing and Sustainable Communities Program,7930,Ryan Silber,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_4f5d1a
,,California Coastal Resilience Network,,,,,California Coastal Resilience Network,8314,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_4735c9
,,West Placer Habitat Protection Program,,,,,West Placer Habitat Protection Program,8525,,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_cfafbf
,,Oak Woodlands Conservation Program,,,,,Oak Woodlands Conservation Program,8543,John Walsh,https://raw.githubusercontent.com/adhollander/FSLschemas/main/CA_PPODterms.ttl#prg_82f00d
